City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,necochea,-38.5473,-58.7368,3.71,89,64,3.14,AR,1695099671
298,uray,60.1247,64.7758,13.82,73,100,4.47,RU,1695099990
299,tevriz,57.509,72.4042,18.25,56,75,2.17,RU,1695099990
300,lobujya,27.95,86.8167,3.31,80,74,2.04,NP,1695099990
301,worland,44.0169,-107.9554,19.94,41,20,2.57,US,1695099990
302,puerto quijarro,-17.7833,-57.7667,26.8,51,14,1.06,BO,1695099990
303,letlhakane,-21.4167,25.5833,17.49,68,43,5.6,BW,1695099991
304,vallenar,-28.5708,-70.7581,15.96,58,2,0.63,CL,1695099991
305,bani walid,31.7566,13.9942,21.47,67,38,1.23,LY,1695099991
306,kaoma,-14.7833,24.8,18.07,39,48,3.12,ZM,1695099991
307,queenstown,-31.8976,26.8753,10.68,46,0,0.58,ZA,1695099992
308,vydrino,51.485,104.8461,13.02,65,77,1.34,RU,1695099992
309,weno,7.4515,151.8468,29.97,84,100,2.57,FM,1695099992
310,ta`u,-14.2336,-169.5144,26.27,77,82,12.79,AS,1695099992
311,songyuan,45.1171,124.8568,14.32,78,96,6.21,CN,1695099924
312,malpica,43.3228,-8.8105,15.21,72,60,2.47,ES,1695099993
313,howrah,22.5892,88.3103,30.0,84,75,4.63,IN,1695099993
314,portland,45.5234,-122.6762,15.99,60,0,2.06,US,1695099699
315,nemuro,43.3236,145.575,17.53,96,100,4.09,JP,1695099993
316,qaisumah,28.3112,46.1273,28.98,20,0,0.0,SA,1695099994
317,kayangel,8.0823,134.7173,28.38,75,63,1.46,PW,1695099994
318,kerikeri,-35.2268,173.9474,17.13,65,0,1.54,NZ,1695099994
319,nyurba,63.2842,118.3319,7.82,43,34,3.91,RU,1695099994
320,la marina de port,41.3603,2.1376,23.95,76,0,2.57,ES,1695099994
321,bandar-e anzali,37.4727,49.4622,18.06,87,100,5.02,IR,1695099995
322,longboat key,27.4125,-82.659,26.68,59,0,3.09,US,1695099696
323,alpena,45.0617,-83.4327,9.14,99,0,2.06,US,1695099915
324,horta,38.5333,-28.6333,21.68,75,100,6.26,PT,1695099995
325,kapa'a,22.0752,-159.319,26.17,68,96,2.24,US,1695099733
326,laramie,41.3114,-105.5911,15.3,50,0,5.14,US,1695099815
327,tazacorte,28.629,-17.9293,21.54,77,100,5.14,ES,1695099996
328,falam,22.9167,93.6833,19.28,94,100,1.04,MM,1695099996
329,igarka,67.4667,86.5833,4.94,73,100,5.13,RU,1695099996
330,olyokminsk,60.3736,120.4264,7.29,39,8,2.09,RU,1695099997
331,pandan,14.0453,124.1694,29.53,75,70,2.17,PH,1695099997
332,qaqortoq,60.7167,-46.0333,3.23,60,78,1.72,GL,1695099997
333,lucapa,-8.4192,20.7447,19.07,88,89,0.68,AO,1695099997
334,hammerfest,70.6634,23.6821,4.25,60,75,4.63,NO,1695099997
335,sour el ghozlane,36.1477,3.6912,21.93,40,79,0.48,DZ,1695099998
336,gustavia,17.8962,-62.8498,28.95,77,0,1.79,BL,1695099164
337,baharly,38.4362,57.4316,23.02,33,29,4.52,TM,1695099998
338,vargem grande,-3.5431,-43.9158,22.47,98,24,1.2,BR,1695099954
339,karratha,-20.7377,116.8463,30.65,36,63,6.64,AU,1695099998
340,jijiga,9.35,42.8,19.79,72,62,6.82,ET,1695099999
341,talcahuano,-36.7167,-73.1167,5.82,93,0,1.54,CL,1695099999
342,atamanovka,51.93,113.63,17.24,33,7,0.87,RU,1695099999
343,kismayo,-0.3582,42.5454,26.63,75,57,6.42,SO,1695100000
344,kalach,50.4258,41.0261,17.68,49,100,1.76,RU,1695100000
345,vilyuchinsk,52.9306,158.4028,14.15,67,99,2.92,RU,1695100000
346,arumbavur,11.3833,78.7333,28.67,68,100,3.19,IN,1695100000
347,enshi,30.3,109.4833,31.16,64,91,2.3,CN,1695100000
348,gadzhiyevo,69.2551,33.3362,3.81,95,100,2.41,RU,1695100001
349,hadibu,12.65,54.0333,27.79,73,85,8.89,YE,1695099737
350,promyshlennaya,54.9159,85.6385,17.53,52,91,1.96,RU,1695100001
351,palotina,-24.2839,-53.84,21.49,79,35,2.86,BR,1695099735
352,boa vista,2.8197,-60.6733,26.99,69,0,2.06,BR,1695100002
353,svetlyy,54.675,20.1347,17.03,87,100,4.69,RU,1695100002
354,manali,13.1667,80.2667,32.05,74,100,2.61,IN,1695100002
355,holualoa,19.6228,-155.9522,25.91,88,100,4.63,US,1695099769
356,galesong,-5.3166,119.3661,33.01,59,8,3.96,ID,1695100003
357,christchurch,-43.5333,172.6333,21.11,35,1,4.12,NZ,1695099160
358,zermatt,46.0213,7.7491,10.02,94,54,2.95,CH,1695100003
359,riohacha,11.5444,-72.9072,26.61,85,99,3.06,CO,1695100003
360,galle,6.0367,80.217,27.74,73,98,2.22,LK,1695100004
361,al kharj,24.155,47.3346,33.67,15,68,2.04,SA,1695100004
362,sinop,41.7711,34.8709,15.59,50,0,1.19,TR,1695100004
363,belyy yar,53.6039,91.3903,16.94,59,0,1.0,RU,1695100004
364,dryden,49.7833,-92.7503,13.05,74,32,4.1,CA,1695100005
365,kamaishi,39.2667,141.8833,26.04,82,82,0.68,JP,1695100005
366,mao,39.8885,4.2658,22.31,88,20,3.09,ES,1695100005
367,yung shue wan,22.2333,114.1167,31.85,72,9,0.45,HK,1695100005
368,akureyri,65.6835,-18.0878,6.46,98,100,4.93,IS,1695100006
369,fort st. john,56.2499,-120.8529,9.94,53,40,9.26,CA,1695099958
370,barguzin,53.6167,109.6167,16.43,45,42,2.99,RU,1695100006
371,pemalang,-6.9,109.3667,31.98,48,6,3.85,ID,1695100006
372,okhotsk,59.3833,143.3,5.97,90,100,3.69,RU,1695100006
373,revda,56.801,59.9303,12.55,61,70,3.81,RU,1695100007
374,zouerate,22.7187,-12.4521,26.17,52,22,7.34,MR,1695100007
375,kuchaiburi,22.2667,86.1667,29.41,74,77,3.89,IN,1695100007
376,nar'yan-mar,67.6713,53.087,6.27,80,100,8.45,RU,1695100008
377,shubarkuduk,49.1447,56.4872,14.99,68,89,1.47,KZ,1695100008
378,gisborne,-38.6533,178.0042,15.55,65,4,2.66,NZ,1695099958
379,reggane,26.7158,0.1714,30.2,12,10,4.37,DZ,1695100008
380,vikhorevka,56.1201,101.1636,17.77,59,97,1.36,RU,1695100009
381,sterling,39.0062,-77.4286,18.46,72,0,2.57,US,1695100009
382,lebanon,36.2081,-86.2911,17.03,91,0,0.0,US,1695099920
383,thabazimbi,-24.5917,27.4116,15.82,69,0,1.17,ZA,1695100009
384,naze,28.3667,129.4833,27.19,71,6,3.01,JP,1695100009
385,selkirk,50.1436,-96.8845,21.16,63,39,4.02,CA,1695100010
386,treinta y tres,-33.2333,-54.3833,12.83,93,88,4.77,UY,1695100010
387,plattsburgh,44.6995,-73.4529,16.63,89,100,2.06,US,1695099964
388,sao vicente,-23.9631,-46.3919,30.15,68,100,1.66,BR,1695100010
389,nikolayevsk-on-amure,53.1406,140.73,9.11,86,100,3.4,RU,1695100011
390,ola,59.5833,151.2833,7.86,58,100,1.95,RU,1695100011
391,lodwar,3.1191,35.5973,28.16,49,100,3.01,KE,1695099742
392,obihiro,42.9172,143.2044,22.23,94,75,2.06,JP,1695100011
393,oamaru,-45.0784,170.9801,12.99,70,14,5.26,NZ,1695100012
394,santana,-0.0583,-51.1817,27.1,83,20,1.54,BR,1695100012
395,oistins,13.0667,-59.5333,28.15,71,4,3.56,BB,1695100012
396,villa gesell,-37.2639,-56.973,8.92,78,100,4.31,AR,1695099798
397,pailon,-17.65,-62.75,25.5,47,39,2.19,BO,1695100012
398,maymana,35.9214,64.7836,22.13,20,0,1.55,AF,1695100013
399,nasir,15.5894,32.5634,29.96,42,100,7.39,SD,1695100013
400,sandnessjoen,66.0217,12.6316,12.06,87,75,2.06,NO,1695100013
401,la paz,-16.5,-68.15,9.21,73,40,1.03,BO,1695099611
402,floresta,-8.6011,-38.5686,21.83,76,2,5.62,BR,1695100013
403,new norfolk,-42.7826,147.0587,21.72,39,20,7.03,AU,1695100014
404,slave lake,55.2834,-114.769,10.99,58,0,5.66,CA,1695099744
405,costa rica,-23.4167,-54.65,21.76,78,9,2.89,BR,1695099428
406,figueres,42.2664,2.9616,19.29,75,53,1.79,ES,1695100014
407,hovd,48.0056,91.6419,14.54,38,19,2.19,MN,1695100014
408,ad darb,17.7229,42.2526,31.81,70,72,2.8,SA,1695100015
409,ballina,-28.8667,153.5667,24.88,56,2,7.26,AU,1695100015
410,yemetsk,63.4721,41.7941,5.48,81,82,2.96,RU,1695100015
411,mount isa,-20.7333,139.5,32.87,15,92,1.54,AU,1695100015
412,tamanrasset,22.785,5.5228,21.95,15,0,2.57,DZ,1695100016
413,tahoua,14.8888,5.2692,27.27,61,99,2.94,NE,1695099743
414,amahai,-3.3333,128.9167,27.29,68,62,3.38,ID,1695100016
415,nantucket,41.2835,-70.0995,19.52,99,100,6.69,US,1695099889
416,puerto cabezas,14.0351,-83.3888,26.03,87,54,3.33,NI,1695100016
417,yreka,41.7354,-122.6345,20.1,40,0,4.12,US,1695100017
418,bouarfa,32.53,-1.95,23.03,33,72,1.84,MA,1695100017
419,luderitz,-26.6481,15.1594,11.95,85,1,3.13,NA,1695100017
420,kirksville,40.1948,-92.5833,17.55,68,0,4.12,US,1695100017
421,sarakhs,36.5449,61.1577,25.35,16,0,1.77,IR,1695100018
422,turtas,58.9417,69.1325,17.25,56,33,4.94,RU,1695100018
423,ofunato,39.0717,141.7167,26.79,80,72,2.12,JP,1695100018
424,de queen,34.0379,-94.3413,24.07,82,0,0.0,US,1695100018
425,hithadhoo,-0.6,73.0833,27.94,77,100,5.84,MV,1695100019
426,jalpan,21.2333,-99.4833,20.58,88,50,1.66,MX,1695100019
427,carapegua,-25.8,-57.2333,20.48,83,39,1.93,PY,1695100019
428,korla,41.7597,86.1469,23.73,23,30,3.7,CN,1695100019
429,acarau,-2.8856,-40.12,26.1,82,24,6.66,BR,1695100019
430,vuktyl,63.8567,57.3094,6.68,89,100,7.03,RU,1695100020
431,lamarque,-39.423,-65.7021,8.93,31,78,6.2,AR,1695100020
432,alesund,62.4723,6.1549,15.74,85,0,2.57,NO,1695100020
433,ribeira brava,32.65,-17.0667,21.35,65,2,1.71,PT,1695100020
434,eyl,7.9803,49.8164,28.62,54,61,9.98,SO,1695100020
435,sittwe,20.15,92.9,27.74,86,93,9.15,MM,1695100021
436,auki,-8.7676,160.7034,29.19,72,100,4.67,SB,1695100021
437,sicuani,-14.2694,-71.2261,7.73,78,64,2.23,PE,1695100021
438,timimoun,29.2639,0.231,28.76,15,17,4.23,DZ,1695100021
439,san juanito,28.0,-107.5833,14.65,81,84,1.09,MX,1695100022
440,luwuk,-0.9516,122.7875,28.85,71,63,3.46,ID,1695100022
441,kalengwa,-13.4659,25.0027,17.05,35,18,1.33,ZM,1695100022
442,krasyliv,49.6519,26.9725,14.72,63,10,5.98,UA,1695100023
443,port hedland,-20.3167,118.5667,30.03,58,93,7.2,AU,1695100022
444,cuito,-12.3833,16.9333,14.6,79,29,2.25,AO,1695100023
445,choibalsan,48.0667,114.5,18.13,35,39,3.42,MN,1695100023
446,tolanaro,-25.0319,46.9987,22.96,74,18,4.7,MG,1695100023
447,eldorado,-23.7869,-54.2836,21.28,81,17,2.24,BR,1695100024
448,emerald,-23.5333,148.1667,29.08,26,2,2.89,AU,1695100024
449,hajjah,15.6943,43.6058,24.03,49,61,0.57,YE,1695100024
450,turpan,42.9333,89.1667,28.5,16,93,2.59,CN,1695100024
451,north haven,41.3909,-72.8595,16.93,94,0,3.6,US,1695100025
452,pirallahi,40.4723,50.333,22.08,57,83,7.17,AZ,1695100025
453,zungeru,9.8128,6.1558,21.86,93,42,0.89,NG,1695100025
454,buala,-8.145,159.5921,28.66,78,100,5.27,SB,1695100025
455,happy valley-goose bay,53.3168,-60.3315,6.63,95,100,1.45,CA,1695100026
456,aracena,37.894,-6.5612,12.93,78,0,1.52,ES,1695100026
457,taltal,-25.4,-70.4833,16.16,79,30,1.36,CL,1695100026
458,kudahuvadhoo,2.6708,72.8944,26.54,82,100,3.56,MV,1695100026
459,tromso,69.6496,18.957,4.01,81,20,5.14,NO,1695100027
460,dalandzadgad,43.5708,104.425,14.28,36,4,2.27,MN,1695100027
461,zhangjiakou,40.81,114.8794,21.02,35,81,1.6,CN,1695100027
462,kita,13.0349,-9.4895,22.14,95,84,1.3,ML,1695099914
463,camarinas,43.1311,-9.1817,12.88,82,67,2.1,ES,1695100027
464,zelenogradsk,54.9589,20.4767,17.03,84,0,3.0,RU,1695100028
465,laojunmiao,39.8333,97.7333,17.01,26,56,5.38,CN,1695100028
466,bubaque,11.2833,-15.8333,27.19,80,97,2.4,GW,1695100028
467,karyes,37.3,22.5,17.33,63,0,1.88,GR,1695100029
468,ciudad bolivar,8.1222,-63.5497,26.98,76,7,3.76,VE,1695100029
469,sur,22.5667,59.5289,32.55,57,94,1.12,OM,1695100029
470,tuy hoa,13.0833,109.3,31.87,62,28,3.67,VN,1695100029
471,lampazos de naranjo,27.0167,-100.5167,28.02,47,31,3.61,MX,1695100029
472,ouargla,31.9493,5.325,28.13,17,99,3.68,DZ,1695100005
473,yamada,39.4667,141.95,25.87,80,95,1.18,JP,1695100030
474,san salvador de jujuy,-24.1946,-65.2971,11.38,53,0,1.36,AR,1695100030
475,el calafate,-50.3408,-72.2768,-2.12,70,9,2.89,AR,1695100030
476,fort wellington,6.4,-57.6,27.35,79,89,4.5,GY,1695100031
477,margate,51.3813,1.3862,13.26,78,100,2.24,GB,1695100031
478,sassandra,4.95,-6.0833,23.48,94,100,1.96,CI,1695100031
479,yeppoon,-23.1333,150.7333,27.88,52,1,4.31,AU,1695100031
480,bam,29.106,58.357,33.19,11,4,1.79,IR,1695100032
481,waingapu,-9.6567,120.2641,29.62,53,15,7.45,ID,1695100032
482,al bardiyah,31.7561,25.0865,23.71,75,1,2.0,LY,1695100032
483,ulladulla,-35.35,150.4667,32.09,22,17,5.17,AU,1695100032
484,csorna,47.6115,17.2501,17.05,89,100,4.91,HU,1695100033
485,santa ana de yacuma,-13.75,-65.4333,29.57,45,11,2.62,BO,1695100033
486,east end,34.5507,-92.341,22.01,75,19,2.21,US,1695100033
487,watseka,40.7762,-87.7364,14.42,79,47,3.37,US,1695100033
488,la ronge,55.1001,-105.2842,15.41,50,56,5.25,CA,1695100033
489,berbera,10.4396,45.0143,34.78,43,54,4.77,SO,1695099965
490,that phanom,16.9364,104.7104,30.41,70,98,3.04,TH,1695100034
491,ust-tsilma,65.441,52.1498,7.18,81,95,5.35,RU,1695100034
492,hermanus,-34.4187,19.2345,12.28,83,100,2.88,ZA,1695100035
493,yeraliyev,43.2,51.65,21.05,50,4,5.6,KZ,1695100035
494,jimo,36.3897,120.4622,26.69,72,100,2.82,CN,1695100035
495,yartsevo,55.0667,32.6964,14.02,69,86,2.56,RU,1695100036
496,zilair,52.2332,57.4392,13.12,72,69,1.27,RU,1695100036
497,semnan,35.5729,53.3971,22.83,43,6,2.32,IR,1695100036
498,taroa,8.7058,171.2275,28.47,75,100,3.25,MH,1695100036
499,mykolayiv,46.9659,31.9974,17.51,46,3,2.88,UA,1695100037
500,leer,53.2316,7.461,13.89,91,42,6.97,DE,1695100037
501,villeneuve-sur-yonne,48.0825,3.2969,14.54,98,100,3.23,FR,1695100037
502,teplyk,48.6657,29.745,14.29,57,32,3.62,UA,1695100037
503,kharovsk,59.9642,40.1912,7.15,80,27,2.16,RU,1695100038
504,black point,-34.6187,137.8972,19.04,52,1,7.21,AU,1695100038
505,sao jeronimo,-29.9592,-51.7222,18.97,98,99,3.27,BR,1695099760
506,arno,60.1167,18.6333,15.44,94,100,6.93,SE,1695100038
507,faya-largeau,17.9257,19.1043,27.89,15,87,6.92,TD,1695100038
508,nuuk,64.1835,-51.7216,2.34,60,5,2.06,GL,1695100039
509,tocache,-8.1842,-76.5125,21.87,97,90,0.26,PE,1695100039
510,island harbour,50.724,-1.2758,17.18,86,100,4.92,GB,1695100039
511,mahina,-17.5065,-149.489,24.87,78,75,4.12,PF,1695100039
512,rongelap,11.1635,166.8941,27.49,81,72,3.41,MH,1695100040
513,asau,46.4333,26.4,12.51,68,53,1.9,RO,1695100040
514,jizan,17.3333,42.6667,31.77,73,85,1.26,SA,1695100040
515,pisco,-13.7,-76.2167,18.03,88,14,3.6,PE,1695100040
516,polyarnyy,69.1989,33.4478,4.18,95,100,2.77,RU,1695100040
517,pariaman,-0.619,100.12,29.03,82,69,4.4,ID,1695100041
518,cadale,2.7603,46.3222,27.22,74,62,6.87,SO,1695100041
519,ambon,-3.6954,128.1814,29.08,70,40,2.57,ID,1695100041
520,jangaon,17.7167,79.1833,29.97,58,31,5.99,IN,1695100041
521,kotel'nich,58.3089,48.348,8.38,77,72,2.67,RU,1695100042
522,veraval,20.9,70.3667,28.65,80,100,5.1,IN,1695100042
523,nehe,48.4833,124.8333,14.34,44,24,7.87,CN,1695100042
524,pointe-noire,-4.7761,11.8635,22.88,87,95,0.74,CG,1695100042
525,abobo,5.4086,-4.016,24.33,100,75,2.06,CI,1695100042
526,leninskiy,54.2781,37.4558,14.14,73,77,1.58,RU,1695100043
527,brokopondo,4.75,-55.1667,24.13,89,98,2.87,SR,1695100043
528,bafia,4.75,11.2333,16.62,81,100,0.13,CM,1695100043
529,zhalantun,48.0,122.7167,16.86,53,67,3.24,CN,1695100043
530,kavaratti,10.5669,72.642,28.43,76,59,4.33,IN,1695100044
531,bereket,39.2446,55.5154,20.15,60,86,2.1,TM,1695100044
532,nogliki,51.8333,143.1667,12.79,95,100,5.0,RU,1695100044
533,brisas de zicatela,15.8369,-97.0419,26.44,87,96,2.03,MX,1695100044
534,tomatlan,19.9333,-105.25,24.59,92,24,1.1,MX,1695100045
535,den burg,53.0542,4.7972,16.1,66,75,10.8,NL,1695100045
536,kharkhorin,47.1975,102.8238,12.4,45,1,0.61,MN,1695100045
537,capo d'orlando,38.1435,14.7305,24.67,47,98,2.13,IT,1695100045
538,wynyard,-41.0,145.7167,15.32,64,31,8.18,AU,1695100046
539,motygino,58.1831,94.7592,17.76,58,75,4.09,RU,1695100046
540,paradip garh,20.3167,86.6167,31.17,67,87,3.86,IN,1695100046
541,bandon,51.7469,-8.7425,15.77,96,100,11.14,IE,1695100046
542,inari,68.906,27.0288,5.11,99,100,1.22,FI,1695099797
543,koh kong,11.6175,102.9806,30.34,66,95,3.08,KH,1695100047
544,aguie,13.506,7.7786,25.33,74,98,2.17,NE,1695100047
545,caceres,39.522,-6.3748,15.57,77,15,1.7,ES,1695100048
546,palmer,42.1584,-72.3287,16.75,84,40,0.0,US,1695100048
547,cafayate,-26.073,-65.9761,12.56,49,0,1.56,AR,1695100048
548,oak creek,42.8858,-87.8631,13.95,88,40,1.54,US,1695099970
549,palikir - national government center,6.9248,158.1611,28.41,84,100,1.03,FM,1695100048
550,chui,-33.6971,-53.4616,13.31,90,83,4.59,UY,1695100049
551,tranas,58.0372,14.9782,16.33,90,100,5.27,SE,1695100049
552,kutum,14.2,24.6667,24.86,53,98,2.48,SD,1695100049
553,al bab,36.3699,37.5179,23.09,61,0,3.75,SY,1695100050
554,sao francisco de paula,-29.4481,-50.5836,16.49,98,97,1.01,BR,1695100050
555,prestea,5.4327,-2.1428,22.14,99,62,0.78,GH,1695100050
556,the pas,53.8251,-101.2541,13.61,72,36,1.55,CA,1695100050
557,misratah,32.3754,15.0925,25.18,64,92,0.45,LY,1695100040
558,verkhnevilyuysk,63.4453,120.3167,7.51,44,47,3.19,RU,1695100051
559,torre del mar,36.7414,-4.0946,22.45,62,97,0.91,ES,1695100051
560,olinda,-8.0089,-34.8553,23.85,94,75,2.06,BR,1695100051
561,mitu,1.1983,-70.1733,21.66,99,100,1.05,CO,1695100052
562,beira,-19.8436,34.8389,24.19,78,8,3.09,MZ,1695100052
563,comodoro rivadavia,-45.8667,-67.5,0.92,69,0,3.6,AR,1695099862
564,tallulah,32.4085,-91.1868,17.0,82,0,0.0,US,1695100052
565,adrar,20.5022,-10.0711,29.96,38,14,8.96,MR,1695100053
566,kuznetsk,53.1167,46.6004,13.91,67,57,2.8,RU,1695100053
567,progreso,21.2833,-89.6667,26.06,82,57,3.42,MX,1695100053
568,okha,53.5739,142.9478,10.24,81,100,6.15,RU,1695100053
569,agua prieta,31.3,-109.5667,24.44,31,0,1.54,MX,1695099936
570,proddatur,14.7333,78.55,29.83,45,33,5.74,IN,1695100054
571,coquimbo,-29.9533,-71.3436,13.72,77,97,0.8,CL,1695100054
572,kemijarvi,66.7131,27.4306,7.11,89,100,4.61,FI,1695100054
573,hami,42.8,93.45,24.7,15,93,0.61,CN,1695100054
574,zahedan,29.4963,60.8629,25.95,17,0,0.0,IR,1695100055
575,ambalangoda,6.2355,80.0538,28.07,71,100,2.09,LK,1695100055
576,safotu,-13.4513,-172.4018,27.06,84,82,12.62,WS,1695100055
577,pervomayka,43.3736,76.94,18.06,55,75,2.0,KZ,1695100055
578,tsetserleg,47.475,101.4542,11.52,45,0,0.44,MN,1695100056
579,ispir,40.4829,40.9956,15.35,68,2,2.23,TR,1695100056
580,vail,32.0479,-110.712,27.91,22,0,1.84,US,1695100056
581,aketi,2.7388,23.7833,21.86,92,100,0.56,CD,1695100057
582,taguatinga,-12.3857,-46.5711,25.24,28,5,2.5,BR,1695100057
583,saint-francois,46.4154,3.9054,14.82,88,20,2.06,FR,1695100057
584,san pedro pochutla,15.7333,-96.4667,24.24,89,91,1.87,MX,1695099832
585,quba,41.3626,48.5152,16.3,56,17,0.34,AZ,1695100057
586,brookings,44.3114,-96.7984,17.88,67,0,1.54,US,1695100058
587,spring creek,40.7266,-115.5859,15.72,45,68,2.09,US,1695100058
588,coyhaique,-45.5752,-72.0662,-1.03,86,0,1.54,CL,1695100058
589,postbauer-heng,49.3053,11.3572,15.29,95,96,3.74,DE,1695100058
590,vakarai,55.6035,23.8213,16.29,86,100,4.75,LT,1695100059
591,salisbury east,-34.7905,138.6545,22.4,42,1,5.36,AU,1695100059
592,dourbali,11.8091,15.8632,24.4,83,88,2.99,TD,1695100059
593,caetite,-14.0694,-42.475,17.57,86,0,4.41,BR,1695100059
594,mata-utu,-13.2816,-176.1745,27.06,81,82,11.14,WF,1695100060
595,bonga,7.2833,36.2333,16.41,100,100,0.31,ET,1695100060
596,camiri,-20.05,-63.5167,18.73,54,36,1.03,BO,1695100060
597,tumpat,6.1978,102.171,35.65,67,63,2.56,MY,1695100060
